address,cuisines/0,cuisines/1,cuisines/2,cuisines/3,id,image,latitude,localName,longitude,mealTypes/0,menuWebUrl,name,numberOfReviews,phone,priceLevel,priceRange,rankingDenominator,rankingPosition,rating,rawRanking,webUrl,website
"2, Hwaun-ro 220beon-gil, Seo-gu, Gwangju 61938 South Korea",,,,,17432112,https://media-cdn.tripadvisor.com/media/photo-o/17/7a/b4/f0/bigbro-coffee.jpg,,빅브로 커피 컴퍼니,,,,Bigbro Coffee,1,+82 62-714-1552,,,954,256,5,3.02442646026611,https://www.tripadvisor.com/Restaurant_Review-g304129-d17432112-Reviews-Bigbro_Coffee-Gwangju.html,
"1, Worldcup4gang-ro197beon-Gil, Gwangju South Korea",,,,,9283013,,35.15364,신세계떡방,126.86927,,,Sinse Gye Rice Cake Bang,1,+82 62-373-7738,,,954,709,4,3.00960898399353,https://www.tripadvisor.com/Restaurant_Review-g304129-d9283013-Reviews-Sinse_Gye_Rice_Cake_Bang-Gwangju.html,
"82, Sunam-ro, Gwangju, Gyeonggi-do 12777 South Korea",,,,,9152330,,37.394634,항아리보쌈,127.23988,,,Hangari Bossam,1,+82 31-762-0889,,,212,151,4,3.00909066200256,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9152330-Reviews-Hangari_Bossam-Gwangju_Gyeonggi_do.html,
"739, Seomun-Daero, Gwangju South Korea",,,,,9013236,,,고봉민김밥인,,,,Gobong Min Gimbap in,1,+82 62-652-8055,,,954,664,4,3.01067805290222,https://www.tripadvisor.com/Restaurant_Review-g304129-d9013236-Reviews-Gobong_Min_Gimbap_in-Gwangju.html,
"389-1, Geumhwa-Ro, Gwangju South Korea",,,,,9400372,,,장터국밥,,,,Market Rice Soup,1,,,,954,768,4,3.00863528251648,https://www.tripadvisor.com/Restaurant_Review-g304129-d9400372-Reviews-Market_Rice_Soup-Gwangju.html,
"#1426, Suwan-dong, Gwangsan-gu, Gwangju South Korea",Asian,Korean,,,3937309,,,김가네 수완점,,,,Gimgane Suwan Store,0,+82 62-956-9544,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g304129-d3937309-Reviews-Gimgane_Suwan_Store-Gwangju.html,
"112, Uchi-Ro, Gwangju South Korea",,,,,9323291,,,피가로,,,,Pigaro,2,+82 62-264-1789,,,954,935,3,2.96145224571228,https://www.tripadvisor.com/Restaurant_Review-g304129-d9323291-Reviews-Pigaro-Gwangju.html,
"13, Sicheong-Ro, Gwangju South Korea",,,,,9073889,,35.149567,드롭탑,126.85113,,,Droptop,1,,,,954,740,4,3.00880742073059,https://www.tripadvisor.com/Restaurant_Review-g304129-d9073889-Reviews-Droptop-Gwangju.html,
"213, Uncheon-Ro, Gwangju South Korea",,,,,9382593,,35.151154,나주곰탕황순옥며느리,126.85454,,,Naju Beef-Bone Soup Hwang Sunok Daughter in Law,1,+82 62-374-8088,,,954,749,4,3.00876832008362,https://www.tripadvisor.com/Restaurant_Review-g304129-d9382593-Reviews-Naju_Beef_Bone_Soup_Hwang_Sunok_Daughter_in_Law-Gwangju.html,
"7-1, Munhwajeondang-ro35beon-Gil, Gwangju South Korea",,,,,9271528,,35.145435,서래갈매기,126.91817,,,Seorae Seagull,1,,,,954,611,4,3.01158571243286,https://www.tripadvisor.com/Restaurant_Review-g304129-d9271528-Reviews-Seorae_Seagull-Gwangju.html,
"141, Mareukbokgae-Ro, Gwangju South Korea",,,,,9151628,,35.147663,장모사랑,126.85278,,,Jangmo Love,1,+82 62-381-3137,,,954,728,4,3.00912117958069,https://www.tripadvisor.com/Restaurant_Review-g304129-d9151628-Reviews-Jangmo_Love-Gwangju.html,
"169, Bongseon-Ro, Gwangju South Korea",,,,,9435231,,,코코호도,,,,Koko Walnut Snack,1,+82 62-654-5155,,,954,523,4,3.01185941696167,https://www.tripadvisor.com/Restaurant_Review-g304129-d9435231-Reviews-Koko_Walnut_Snack-Gwangju.html,
"158, Bongseon-Ro, Gwangju South Korea",,,,,9304876,,,로티보이,,,,Roti Boy,1,,,,954,530,4,3.01184630393982,https://www.tripadvisor.com/Restaurant_Review-g304129-d9304876-Reviews-Roti_Boy-Gwangju.html,
"5-5, Chungjang-Roan-Gil, Gwangju South Korea",,,,,9348071,,35.148956,오마이부리또,126.91449,,,Oh My Buri Ddo,1,+82 62-229-5688,,,954,890,3,3,https://www.tripadvisor.com/Restaurant_Review-g304129-d9348071-Reviews-Oh_My_Buri_Ddo-Gwangju.html,
"68, Jangsin-Ro, Gwangju South Korea",,,,,9017687,,,공차,,,,Gongcha,1,+82 62-962-6607,,,954,674,4,3.01065039634705,https://www.tripadvisor.com/Restaurant_Review-g304129-d9017687-Reviews-Gongcha-Gwangju.html,
"211, Docheok-Ro, Gwangju, Gyeonggi-do South Korea",,,,,9058924,,37.33355,그옛날수타손짜장,127.33753,,,Geu Old Nalsu Ta Handmade Jjajang,1,,,,212,142,4,3.01004719734192,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9058924-Reviews-Geu_Old_Nalsu_Ta_Handmade_Jjajang-Gwangju_Gyeonggi_do.html,
"24, Sangmujungang-Ro, Gwangju South Korea",,,,,9435137,,35.14892,코코샤브,126.8489,,,Koko Shabu,1,,,,954,640,4,3.01082968711853,https://www.tripadvisor.com/Restaurant_Review-g304129-d9435137-Reviews-Koko_Shabu-Gwangju.html,
"89, Seoseok-Ro, Gwangju South Korea",,,,,9165822,,,조에스프레소,,,,Jo Espresso,1,,,,954,643,4,3.010737657547,https://www.tripadvisor.com/Restaurant_Review-g304129-d9165822-Reviews-Jo_Espresso-Gwangju.html,
"29-1, Pungamsinheung-ro11beon-Gil, Gwangju South Korea",,,,,9195875,https://media-cdn.tripadvisor.com/media/photo-o/0c/4c/8f/93/caption.jpg,35.121372,열구지,126.86213,,,Yeol Guji,0,+82 62-682-2883,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g304129-d9195875-Reviews-Yeol_Guji-Gwangju.html,
"38, Chungjang-Roan-Gil, Gwangju South Korea",,,,,8886906,,35.147102,버거킹,126.917,,,Burger King,2,+82 62-225-0298,,,954,626,3.5,3.01151037216187,https://www.tripadvisor.com/Restaurant_Review-g304129-d8886906-Reviews-Burger_King-Gwangju.html,
"96, Cheomdanjungang-Ro, Gwangju South Korea",,,,,9425324,,35.21382,김밥천국,126.84346,,,Kimbap Heaven,1,+82 62-973-6009,,,954,925,3,3,https://www.tripadvisor.com/Restaurant_Review-g304129-d9425324-Reviews-Kimbap_Heaven-Gwangju.html,
"134, Hyou-Ro, Gwangju South Korea",,,,,9436647,,,한우사랑,,,,Korean Beef Love,1,,,,954,736,4,3.00896978378296,https://www.tripadvisor.com/Restaurant_Review-g304129-d9436647-Reviews-Korean_Beef_Love-Gwangju.html,
"820-5, Songjeong2-dong, Gwangsan-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4121538,,,서울곱창,,,,Seoul Gopchang,0,+82 62-944-1135,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121538-Reviews-Seoul_Gopchang-Gwangju_Gyeonggi_do.html,
"28-1, Gyeongyeol-Ro, Gwangju South Korea",,,,,9330998,https://media-cdn.tripadvisor.com/media/photo-o/10/05/f2/fe/c360-2017-07-25-12-09.jpg,35.15136,생태한마리,126.88923,,,Pollack Hanmari,1,,,,954,693,4,3.01019763946533,https://www.tripadvisor.com/Restaurant_Review-g304129-d9330998-Reviews-Pollack_Hanmari-Gwangju.html,
"1058-8 banchi, Usan-dong, Gwangsan-gu, Gwangju, Gyeonggi-do South Korea",Seafood,Asian,Korean,,4120403,,,나라도횟집,,,,Narado Hoetjip,0,+82 62-944-0289,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120403-Reviews-Narado_Hoetjip-Gwangju_Gyeonggi_do.html,
"93-1, Baekseo-ro, Nam-gu, Gwangju 61640 South Korea",Fast Food,,,,14093946,,35.140728,양림버거,126.916176,,,Yangnim Burger,1,+82 62-432-0118,,,954,630,4,3.01137733459473,https://www.tripadvisor.com/Restaurant_Review-g304129-d14093946-Reviews-Yangnim_Burger-Gwangju.html,https://yangnimburger.modoo.at/
"29, Gwangyeo-Ro, Gwangju, Gyeonggi-do 12801 South Korea",,,,,9192942,https://media-cdn.tripadvisor.com/media/photo-o/11/56/80/a4/20171122-125419-largejpg.jpg,,마당넓은집,,,,Yard Spacious House,2,,,,212,45,4.5,3.02893471717834,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9192942-Reviews-Yard_Spacious_House-Gwangju_Gyeonggi_do.html,
"124, Jungang-Ro, Gwangju, Gyeonggi-do South Korea",,,,,9010201,,,홍콩반점0410,,,,Hongkong Chinese Restaurant 0410,5,+82 31-763-0413,,,212,12,4,3.05954909324646,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9010201-Reviews-Hongkong_Chinese_Restaurant_0410-Gwangju_Gyeonggi_do.html,
"908-3, Pungam-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4123504,,,허가네짱뚱어전문점,,,,Heogane Jjangttungeo Jeonmunjeom,0,+82 62-681-8489,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4123504-Reviews-Heogane_Jjangttungeo_Jeonmunjeom-Gwangju_Gyeonggi_do.html,
"24, Gwangsan-ro 19beon-gil, Gwangsan-gu, Gwangju, Gyeonggi-do 62430 South Korea",American,European,Asian,Korean,14982876,,,라라브레드,,,,Lala Bread,0,+82 1800-2785,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d14982876-Reviews-Lala_Bread-Gwangju_Gyeonggi_do.html,
"333-3, Yeongdong-ri, Toechon-myeon, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4031801,,,토담골,,,,Todamgol,3,+82 31-767-2855,,,212,77,3.5,3.01909613609314,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4031801-Reviews-Todamgol-Gwangju_Gyeonggi_do.html,
"66, Chungjang-Ro, Gwangju South Korea",,,,,9282506,,,신포우리만두,,,,Sinpo Our Dumplings,2,+82 62-225-7501,,,954,928,3,3,https://www.tripadvisor.com/Restaurant_Review-g304129-d9282506-Reviews-Sinpo_Our_Dumplings-Gwangju.html,
"72, Uchi-Ro, Gwangju South Korea",,,,,9337999,,,풍남옥,,,,Pung Namok,2,,,,954,683,3.5,3.01062440872192,https://www.tripadvisor.com/Restaurant_Review-g304129-d9337999-Reviews-Pung_Namok-Gwangju.html,
"148, Sangmupyeonghwa-Ro, Gwangju South Korea",,,,,9122885,,,청진동해장국,,,,Cheongjindong Hangover Cure Soup,1,+82 62-371-1819,,,954,727,4,3.00915193557739,https://www.tripadvisor.com/Restaurant_Review-g304129-d9122885-Reviews-Cheongjindong_Hangover_Cure_Soup-Gwangju.html,
"80, Jukbong-Daero, Gwangju South Korea",,,,,9040194,,35.160442,화덕쟁이,126.88388,,,Fire Pot Jaengi,1,,,,954,903,3,3,https://www.tripadvisor.com/Restaurant_Review-g304129-d9040194-Reviews-Fire_Pot_Jaengi-Gwangju.html,
"305, Saemal-Gil, Gwangju, Gyeonggi-do 12771 South Korea",,,,,9000443,https://media-cdn.tripadvisor.com/media/photo-o/0d/9a/3b/23/20160818-133838-largejpg.jpg,37.380363,힐하우스,127.1736,,,Hil House,1,,,,212,80,5,3.01770853996277,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9000443-Reviews-Hil_House-Gwangju_Gyeonggi_do.html,
"839-5, Ilgok-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4121331,,,봉창이 해물칼국수,,,,Bongchangi Haemul Kalguksu,0,+82 62-573-3933,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121331-Reviews-Bongchangi_Haemul_Kalguksu-Gwangju_Gyeonggi_do.html,
"62, Sangmuyeonha-ro, Seo-gu, Gwangju 61949 South Korea",Beer restaurants,,,,27415433,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7a/10/0c/caption.jpg,35.153797,라온 상무지구점,126.85035,,,Raon,1,+82 507-1389-5799,,,954,96,5,3.04453539848328,https://www.tripadvisor.com/Restaurant_Review-g304129-d27415433-Reviews-Raon-Gwangju.html,
"13, Opo-ro520beon-Gil, Gwangju, Gyeonggi-do 12774 South Korea",,,,,9322595,,37.345436,돼지집,127.213875,,,Pig House,1,+82 31-767-7075,,,212,145,4,3.00984025001526,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9322595-Reviews-Pig_House-Gwangju_Gyeonggi_do.html,
"125, Jiho-Ro, Gwangju South Korea",,,,,9258137,,,TADA,,,,Tada,2,,,,954,835,3.5,3.00831580162048,https://www.tripadvisor.com/Restaurant_Review-g304129-d9258137-Reviews-Tada-Gwangju.html,
"93, Wolgoksanjeong-Ro, Gwangju South Korea",,,,,9374788,,,무등식육식당,,,,Mudeung Meat Eating Restaurant,1,,,,954,661,4,3.01068997383118,https://www.tripadvisor.com/Restaurant_Review-g304129-d9374788-Reviews-Mudeung_Meat_Eating_Restaurant-Gwangju.html,
"278, Docheokuit-Ro, Gwangju, Gyeonggi-do South Korea",,,,,9410662,,,미라시아,,,,Mira Sia,3,+82 31-8026-5510,,,212,42,4,3.02904009819031,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9410662-Reviews-Mira_Sia-Gwangju_Gyeonggi_do.html,
"30-4, Gyeongan-dong, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4321731,,,터미널식당,,,,Terminal Sikdang,1,+82 31-761-6585,,,212,170,4,3.00786089897156,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4321731-Reviews-Terminal_Sikdang-Gwangju_Gyeonggi_do.html,
"16-3, Hoean-daero1583beon-Gil, Gwangju, Gyeonggi-do 12701 South Korea",,,,,8925151,https://media-cdn.tripadvisor.com/media/photo-o/0b/5d/45/f4/caption.jpg,,복가보리밥유기농쌈밥,,,,Bok Ga Barley Rice Organic Leaf Wraps and Rice,1,+82 31-761-4633,,,212,157,4,3.00869655609131,https://www.tripadvisor.com/Restaurant_Review-g2024868-d8925151-Reviews-Bok_Ga_Barley_Rice_Organic_Leaf_Wraps_and_Rice-Gwangju_Gyeonggi_do.html,
"52, Gyerim-dong, Dong-gu, Gwangju, Gyeonggi-do South Korea",American,Pub,,,4120748,,,동아리계림두산위브점,,,,Dongari Gyerim Dusan Wibeu,0,+82 62-232-0852,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120748-Reviews-Dongari_Gyerim_Dusan_Wibeu-Gwangju_Gyeonggi_do.html,
"1471-4, Usan-dong, Gwangsan-gu, Gwangju, Gyeonggi-do South Korea",,,,,4120877,,,럭키세븐치킨,,,,Lucky Seven Chicken,0,+82 62-941-3393,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120877-Reviews-Lucky_Seven_Chicken-Gwangju_Gyeonggi_do.html,
"649-1, Nongseong-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Japanese,,,,4120009,,,가매,,,,Gamae,0,+82 62-352-7711,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120009-Reviews-Gamae-Gwangju_Gyeonggi_do.html,
"118-1, Jungang-Ro, Gwangju, Gyeonggi-do South Korea",,,,,8903812,,,배스킨라빈스31,,,,Baskin Robbins 31,3,+82 31-764-4949,,,212,30,4.5,3.03548765182495,https://www.tripadvisor.com/Restaurant_Review-g2024868-d8903812-Reviews-Baskin_Robbins_31-Gwangju_Gyeonggi_do.html,
"80-8, Geumhouncheon-gil, Seo-gu, Gwangju, Gyeonggi-do 62002 South Korea",Asian,Korean,,,16140062,https://media-cdn.tripadvisor.com/media/photo-m/1280/16/5e/67/f0/20190130-185348-largejpg.jpg,,금다래 한우마을,,,,Geumdalae Hanu Maeul,1,+82 62-373-6983,,,212,108,4,3.01255035400391,https://www.tripadvisor.com/Restaurant_Review-g2024868-d16140062-Reviews-Geumdalae_Hanu_Maeul-Gwangju_Gyeonggi_do.html,
"412-1, Hwajeong-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,Grill,,4120280,,,금성왕갈비,,,,Geumseong Wang Galbi,0,+82 62-382-0073,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120280-Reviews-Geumseong_Wang_Galbi-Gwangju_Gyeonggi_do.html,
"488, Jisan-dong, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4120909,,,림스도시락,,,,Lims Doshirak,0,+82 62-227-2288,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120909-Reviews-Lims_Doshirak-Gwangju_Gyeonggi_do.html,
"584-26, Duam-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Pizza,Greek,,,4121187,,,미스터올리브피자,,,,Mister Olive Pizza,0,+82 62-263-8584,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121187-Reviews-Mister_Olive_Pizza-Gwangju_Gyeonggi_do.html,
"453-48, Gonjiam-ri, Gonjiam-eup, Gwangju, Gyeonggi-do South Korea",Barbecue,,,,4318868,,,BBQ 곤지암점,,,,BBQ Gonjiam,0,+82 31-769-9930,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4318868-Reviews-BBQ_Gonjiam-Gwangju_Gyeonggi_do.html,
"339, Opo-ro, Opo-eup, Gwangju, Gyeonggi-do 12774 South Korea",,,,,20381822,https://media-cdn.tripadvisor.com/media/photo-o/1b/3d/f5/95/caption.jpg,,평상마루,,,,Pyeongsang Malu,1,+82 31-767-0481,,,212,204,2,2.89749097824097,https://www.tripadvisor.com/Restaurant_Review-g2024868-d20381822-Reviews-Pyeongsang_Malu-Gwangju_Gyeonggi_do.html,
"1006-8, Munheung-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",American,Seafood,Asian,Korean,4121866,,,여수회수산,,,,Yeosu Hoe Susan,0,+82 62-265-8944,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121866-Reviews-Yeosu_Hoe_Susan-Gwangju_Gyeonggi_do.html,
"127, Bongseon-Ro, Gwangju South Korea",,,,,9382585,,,나주곰탕봉선관,,,,Naju Beef-Bone Soup Bong Seon Restaurant,1,,,,954,543,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d9382585-Reviews-Naju_Beef_Bone_Soup_Bong_Seon_Restaurant-Gwangju.html,
"53, Pungamjungang-ro, Seo-gu 1F, Gwangju, Gyeonggi-do 62058 South Korea",,,,,17844465,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/35/c9/food.jpg,,중앙회센타 - 풍암점,,,,Jungang Hoe Center - Pungam,1,+82 62-682-5882,,,212,96,4,3.01434016227722,https://www.tripadvisor.com/Restaurant_Review-g2024868-d17844465-Reviews-Jungang_Hoe_Center_Pungam-Gwangju_Gyeonggi_do.html,
"36-14, Baegun-dong, Nam-gu, Gwangju, Gyeonggi-do South Korea",Barbecue,,,,4119848,,,BBQ 광주백운점,,,,BBQ Gwangjoo Baekwoon,0,+82 62-676-9399,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4119848-Reviews-BBQ_Gwangjoo_Baekwoon-Gwangju_Gyeonggi_do.html,
"328-1, Sinan-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Seafood,Asian,Korean,,4122371,,,전복담은해물뚝배기,,,,Jeonbok Dameun Haemul Ttukbaegi,0,+82 62-526-1411,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4122371-Reviews-Jeonbok_Dameun_Haemul_Ttukbaegi-Gwangju_Gyeonggi_do.html,
"901-6, Pungam-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Seafood,Asian,Korean,,4121858,,,여서도횟집,,,,Yeoseodo Hoetjip,0,+82 62-682-0053,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121858-Reviews-Yeoseodo_Hoetjip-Gwangju_Gyeonggi_do.html,
"73, Sinhyeon-ro, Opo-eup, Gwangju, Gyeonggi-do 12771 South Korea",Asian,Korean,,,18314052,,,김마리 - 분당태재점,,,,Kimmali - Bundang Taejae,0,+82 31-726-3008,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d18314052-Reviews-Kimmali_Bundang_Taejae-Gwangju_Gyeonggi_do.html,
"83, Saemal-Gil, Gwangju, Gyeonggi-do 12771 South Korea",,,,,9281997,,37.36697,신현리민물매운탕국수,127.160446,,,Sinhyeonri Freshwater Spicy Fish Stew Noodles,1,+82 31-718-7477,,,212,74,5,3.01964855194092,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9281997-Reviews-Sinhyeonri_Freshwater_Spicy_Fish_Stew_Noodles-Gwangju_Gyeonggi_do.html,
"694-3, Ssangam-dong, Gwangsan-gu, Gwangju, Gyeonggi-do South Korea",,,,,3939675,,,롯데리아  롯데마트첨단,,,,Lotteria Lotte Mart Cheomdan Store,0,+82 62-971-0853,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d3939675-Reviews-Lotteria_Lotte_Mart_Cheomdan_Store-Gwangju_Gyeonggi_do.html,
"572, Gwaneum-ri, Toechon-myeon, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4032046,,,예전한정식,,,,Yejeon Hanjeongsik,0,+82 31-767-0242,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4032046-Reviews-Yejeon_Hanjeongsik-Gwangju_Gyeonggi_do.html,
"336, Cheonjinam-Ro, Gwangju, Gyeonggi-do South Korea",,,,,8893995,,,카페우아,,,,Cafe Ua,1,,,,212,71,5,3.02056813240051,https://www.tripadvisor.com/Restaurant_Review-g2024868-d8893995-Reviews-Cafe_Ua-Gwangju_Gyeonggi_do.html,
"1114, Gyeongchung-Daero, Gwangju, Gyeonggi-do South Korea",,,,,9374476,https://media-cdn.tripadvisor.com/media/photo-o/11/18/51/90/caption.jpg,,무봉리토종순대국,,,,Mubongri Native Sundae Soup,1,,,,212,124,4,3.01055598258972,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9374476-Reviews-Mubongri_Native_Sundae_Soup-Gwangju_Gyeonggi_do.html,
"205, Yangbeol-Ro, Gwangju, Gyeonggi-do 12797 South Korea",,,,,8951717,https://media-cdn.tripadvisor.com/media/photo-o/0d/c3/09/5c/photo0jpg.jpg,,백두산숯불갈비,,,,Baekdu Mountain Charcoal Fire Ribs,1,,,,212,79,5,3.01782274246216,https://www.tripadvisor.com/Restaurant_Review-g2024868-d8951717-Reviews-Baekdu_Mountain_Charcoal_Fire_Ribs-Gwangju_Gyeonggi_do.html,
"1894, Sansu-ro, Namjong-myeon, Gwangju, Gyeonggi-do 12707 South Korea",,,,,20368934,,,친구네 밥상,,,,Chingune Bapsang,1,,,,212,48,5,3.02739071846008,https://www.tripadvisor.com/Restaurant_Review-g2024868-d20368934-Reviews-Chingune_Bapsang-Gwangju_Gyeonggi_do.html,
"21, Changddeuluit-gil6beon-Gil, Gwangju, Gyeonggi-do South Korea",,,,,9357291,https://media-cdn.tripadvisor.com/media/photo-o/10/f9/8d/68/20171015-141022-largejpg.jpg,37.35102,오픈앨리,127.172165,,,Opeun Aelri,2,+82 70-4106-7704,,,212,28,5,3.03786301612854,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9357291-Reviews-Opeun_Aelri-Gwangju_Gyeonggi_do.html,
"67-18, Jang-dong, Dong-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4120306,,,기와집,,,,Giwajib,0,+82 62-222-2230,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120306-Reviews-Giwajib-Gwangju_Gyeonggi_do.html,
"1054, Hoejae-Ro, Gwangju South Korea",,,,,9279963,,,신석쇠한판,,,,Sin Stone Grill Game,1,,,,954,551,4,3.01182436943054,https://www.tripadvisor.com/Restaurant_Review-g304129-d9279963-Reviews-Sin_Stone_Grill_Game-Gwangju.html,
"885-11, Ssangchon-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4120045,,,강릉집 광주점,,,,Gangneung Jib Gwangjoo,0,+82 62-372-0071,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120045-Reviews-Gangneung_Jib_Gwangjoo-Gwangju_Gyeonggi_do.html,
"8, Bongseonjungang-ro67beon-Gil, Gwangju South Korea",,,,,9372074,,35.12706,송가네찜갈비,126.910286,,,Mr. Song's Jjim Ribs,1,,,,954,542,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d9372074-Reviews-Mr_Song_s_Jjim_Ribs-Gwangju.html,
"58, Bongseonjungang-Ro, Gwangju South Korea",,,,,9203721,,,청춘싸롱,,,,Youth Ssa Rong,1,+82 62-674-4578,,,954,540,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d9203721-Reviews-Youth_Ssa_Rong-Gwangju.html,
"158, Bongseon-Ro, Gwangju South Korea",,,,,9012937,,,고봉민김밥인,,,,Gobong Min Gimbap in,1,+82 62-681-8253,,,954,536,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d9012937-Reviews-Gobong_Min_Gimbap_in-Gwangju.html,
"12, Bongseonjungang-ro47beon-Gil, Gwangju South Korea",,,,,8888816,,35.1251,변재경참치,126.91015,,,Byeon Jaegyeong Tuna,1,+82 62-672-0827,,,954,544,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d8888816-Reviews-Byeon_Jaegyeong_Tuna-Gwangju.html,
"1, Bongseonjungang-ro68beon-Gil, Gwangju South Korea",,,,,9234656,,35.127163,속풀이해장국,126.91164,,,Sokpuli Hangover Cure Soup,1,+82 62-653-2799,,,954,545,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d9234656-Reviews-Sokpuli_Hangover_Cure_Soup-Gwangju.html,
"47, Je Seok-ro80beon-Gil, Gwangju South Korea",,,,,9018434,,35.12133,고릴라수제고로케,126.91249,,,Gorilra Handmade Croquette,1,+82 62-651-5236,,,954,531,4,3.01183748245239,https://www.tripadvisor.com/Restaurant_Review-g304129-d9018434-Reviews-Gorilra_Handmade_Croquette-Gwangju.html,
"Seonggongbilding 312 Opo-ro, Gwangju, Gyeonggi-do 12774 South Korea",,,,,9351918,,,옛날김치돼지찌개,,,,Old Days Kimchi Pig Stew,1,+82 31-766-3555,,,212,185,3,3,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9351918-Reviews-Old_Days_Kimchi_Pig_Stew-Gwangju_Gyeonggi_do.html,
"48, Je Seok-ro80beon-Gil, Gwangju South Korea",,,,,8910984,,35.12096,비어드파파,126.91257,,,Beer Deu Papa,1,+82 62-655-8629,,,954,533,4,3.01183748245239,https://www.tripadvisor.com/Restaurant_Review-g304129-d8910984-Reviews-Beer_Deu_Papa-Gwangju.html,
"9-22, pungam1-ro21beon-Gil, Gwangju South Korea",,,,,9034939,,35.12658,해안선횟집,126.87894,,,Haeanseon Sashimi Restaurant,1,,,,954,546,4,3.01182436943054,https://www.tripadvisor.com/Restaurant_Review-g304129-d9034939-Reviews-Haeanseon_Sashimi_Restaurant-Gwangju.html,
"48, Bongseonjungang-Ro, Gwangju South Korea",,,,,9309357,,,사이야,,,,Sai Ya,1,+82 62-673-9899,,,954,527,4,3.01184630393982,https://www.tripadvisor.com/Restaurant_Review-g304129-d9309357-Reviews-Sai_Ya-Gwangju.html,
"12, Hyosarang-Gil, Gwangju South Korea",,,,,9054214,,,장군왕족발,,,,General King Pigs' Feet,1,,,,954,525,4,3.01185941696167,https://www.tripadvisor.com/Restaurant_Review-g304129-d9054214-Reviews-General_King_Pigs_Feet-Gwangju.html,
